Column1,Column2,列1
0.88965684,youtube活動だけでも忙しいのに他の夢も叶える事が出来るヒカキンさん凄いです,
0.8896137,絶対買うこんなの買わないわけ無いじゃないですかまずヒカキンさんの作ったラーメンってとこで買わないわけ無い,
0.8895523,嬉しいよ嬉しい前年は抜かされたけどそれまでは新潟がラーメン支出額0位だったんだラーメン王国新潟の誇りだよ,
0.88954866,いやー他のユーチューバーと違って金持ちしか手が出せない高い洋服とか出すよりこーやって誰もが買えて一回は食べてみたいと思うラーメンとか出すの良いね,
0.8894992,好きな事を趣味として生きていくの本当に尊敬してる,
0.889289,なんかヒカキンさんって自分の節目とかにいつも誰かの為にやる事ばかりでyoutubeを始めた頃から芯とか根本が全く変わらないんだろうなと泣きたくなる,
0.88918114,みんな恋人作ればリア充とか金持ちが自由とか言ってるけどヒカキンみたいな好きなことを本当に頑張れて嬉しさに溢れてる人が真のリア充だと思う,
0.88902974,醤油ラーメンも作ってくれませんか作ってもらえたらうれしくていっぱい買います,
0.888974,個人的に何より嬉しいのはヒカクラ0が再開することなんです,
0.8889306,そんなにらこだわったのに期間限定なんでしょもうお店出しなよそうしないと食べる人の本当の笑顔は見れないよ,
0.8889285,普通に美味しそうだし一般市民に気軽に手に入りやすくて凄くありがたいです買いますね,
0.8888764,0年前からbgmも変わってない純粋にビロガーで商品紹介をしてたヒカキンと何も変わってない最高なyoutuberだわ,
0.8886807,夢を叶えられるって凄い事だな自分の好きな食べ物を商品として出せるなんて凄い,
0.8886017,本当に今までずっとみていたのできっとhikakinさんならみんなをワクワクさせるご報告なのかな,
0.88820106,最近のヒカキンあるあるかもしれないけど後付けの夢っぽくてなんかねって感じここまでやる熱量とかは尊敬してます,
0.88811374,絶対買います夢がかなって良かったですね僕までもうれしくなりました,
0.8880376,期間限定じゃないよね〇〇タンメンの様に永久に店頭に並ぶと良いね,
0.88803613,夢があってもなかなか叶えられないことが多い中それが叶うだけでも凄いですそれだけでも感動です本当に夢を叶えることが出来て良かったですねおめでとうございます,
0.8880265,これだけの成功を収めているのにまだ夢を追う姿勢が好きです,
0.88792425,自分のやりたいことにここまで真剣に向き合って努力してしっかり結果残すことってできるようで中々できないことだから本当に尊敬する,
0.8878865,食べるのが楽しみです娘にも食べさせてあげたいです,
0.8877531,ヒカキンさんが超こだわったラーメンはやく食べてみたいです楽しみすぎます,
0.8876275,hikakinさんの一生懸命作ったラーメン食べてみたい ́,
0.8876053,味噌ラーメン苦手なので醤油か塩も作って下さい,
0.88756084,好きなものを自分の商品にしちゃうっていう偉業ほんとにすごい0年かかったり活動休止になるのも頷ける,
0.8873896,お店に行かなきゃネットで会員にならなきゃとかではなくて普通にコンビニで帰るのが本当に素晴らしい何より本人が楽しんでるのが最高必ず買いに行きまーす発売日に行くつもりだけど買えるかなーすっごく楽しみですヒカキンおめでとう,
0.8873438,夢を叶えることも凄いけど夢が叶う方の瞬間を共にできることは一視聴者としてとても喜ばしいです,
0.8872089,小さい頃にhikakinのグラセフ実況見てたけど母がそんなアマチュア見てないでテレビでもみなさいとか言われてたけど今は明らかにアマチュアじゃないだろババァ,
0.88712406,下積み時代ほんとうにしんどそうなのにここまで頑張って夢叶えてて尊敬します,
0.88699037,0年振りくらいにhikakintv開いたけどオープニングが全く変わってなくてなんか安心したいつでも帰ってきていいっていう安心感ある,
0.88697594,どこかに行かないといけないとかじゃなくてどこでも手軽に買えるってのが神夢叶えれて良かったです,
0.8869359,本当にこの人youtubeで自分の夢全部叶えるんじゃないかなずっと応援するけども,
0.88691664,彼は好きなことを継続しているようだだからこそフォローしなければいけない,
0.8868294,本当にすごいひかきんは嫌味なところが全くなくてすごく好きです,
0.8867975,発売したら食べたいですねでもすぐに売りきれそう,
0.8867142,自分的にはラーメンの方がそのときに食べたかったからおいしかった長文すいません,
0.88664806,普通にいい話なんだけど恩師を紹介するかのようなテンションでラーメンについて語ってるのなかなかにシュールで笑った,
0.8863723,自分も夢に向かって突き進んでさらに実現させるような人になりたいな〜,
0.88621736,ほんとにうれしそうつたわってきます東京に行ったりせずセブンで買えるなんてヒカキンさん本当にありがとうございます,
0.886123,純粋で真面目な人だなぁと改めて感心させられました,
0.885982,映像で作ってる普通のラーメンが食べたい,
0.8858903,パッケージのデザインもセンスあって素敵ですね下積み時代も人生が変わるその日もラーメンと共に感動的です,
0.8858185,自分の商品作ってたの凄てか休みじゃないじゃんまぁ自分のしたいこと実現できることってやっぱすっごくカッコイイこれからも頑張って下さい応援してます,
0.8858152,俺やっぱ純粋で何事にも本気なヒカキン大好きだわ,
0.8854998,ヒカキンさんの人生って夢あって好きすぎる,
0.8854735,ラーメン店にするの飲食だからインスタントより異物混入系の事件が起こりやすくなるから絶対こっちの方がいいよね,
0.8853963,セブンイレブンのオーナーやってますおそらく特発で発注上限かかると思いますが上限いっぱい発注させてもらいます,
0.8853184,なんとなくヒカキンラーメン好きだな〜って思ってたけどまさか作ってみたいと思ってたとは食いて〜楽しみだな〜,
0.88510865,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う,
0.88510865,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う,
0.885107,実は広島市中区に私の父親のお姉さん夫婦が第0店舗寿々女すずめを広島市中区舟入へ開店してます良ければ食べに行って下さい,
0.88498783,ヒカキンさんおめでとうございますラーメンへの熱い想いが伝わってきました本当に美味しそうで今すぐ食べたいです追記沢山のグッドボタンや返信本当にありがとうございます,
0.88497204,hikakinpremium立ち上げおめでとうございますヒカキンさんの夢が叶ったこだわりのラーメン楽しみです,
0.88465035,しょうゆラーメンが美味しすぎて味噌ラーメン食べたことないのに凄く美味しそうこれは買いだな,
0.8846425,初期の頃から忘れられないものってめちゃくちゃいいよねぇ〜しかもそれが実現出来るなんてロマンあるわ〜本当におめでとうございます,
0.8845913,最近味噌ラーメンハマってるからマジで嬉しい,
0.8845788,故郷のラーメン屋さんのくだりは涙出るね具材や調味料だけじゃない背景や思い出が何よりの美味しさに繋がる隠し味,
0.8845588,あのラ王より高いのはびっくりだけど0円なら全然食べたい,
0.88447535,何かヒカキンクラスが初の商品開発って凄いな普通もっと格下のインフルエンサーでも出してるのにそれだけ慎重に製作してたって事かなこれはさすがに食べてみたい,
0.88431585,スーパーで働いてて商品売ってた側なのに自分がプロデュースして販売するの本当に感動する0日当日買いに行こ,
0.8841896,尊敬でしかないめちゃくちゃ努力を感じるし普通にめっちゃ美味しそう私もラーメンものすごく好きなので嬉しすぎます絶対買いに行きますおめでとうございます,
0.8841324,まってまさかのみそめし美味しそうすぎるヒカキンのことだから本当にこだわって作ってくれてるはず絶対食べまーーす,
0.8841059,夢を叶えることが出来るヒカキンさんを皆らいたい,
0.88401186,やっぱりhikakinは人間性もパーフェクトだし表の人間としてもパーフェクトだと思う,
0.8839305,自分の好きな物を形にしてこだわって作るのってすげ〜よ本当にかっこいいよ発売されたら買う食べたいもんいや〜尊敬,
0.8836969,小さい子はにんにくは刺激的に感じるかもとかそういう配慮ができるのがすごいと思う,
0.8835815,hikakinさんの血のにじむような努力が伝わってきますわ,
0.8833561,努力は報われるってこの人のことをさしてるってぐらい努力してるラーメンは言い方悪いがお金を出せば手に入るだけどヒカキンの努力はお金なんかでは買えないほんと凄いおめでとう,
0.8832556,自分の好きなことしたいとか好きなもん作りたいとかは誰でも思うしお金とかがあればできるでもここまでしっかり自分で考えて色々試してみて0年掛けて自分が作りたかったもんを実現出来るってのは大変なんてもんやない自分のすることに熱意持ってとことんやっとるからみんなから人気になったんやと思う誰がどう言おうと俺は尊敬するな,
0.8831287,一切妥協しないこの人の出すラーメンなら味も期待出来そうですね後は値段か,
0.8831163,これだけ影響力ある人は何を発売してもすぐ大好評になりそう,
0.8830972,元スーパー店員が好きな商品を作れるまで有名になったのが本当に凄い,
0.88305104,ヒカキンは本当に充実してるなぁそうに決まってる,
0.88304937,自分が叶えたい夢を叶えられて本当にすごいと思う自分も見習っていきますそしてどんな報告でも受け入れていきます,
0.88303316,まさかこれをやるためにずっと商品紹介をやってきたのか,
0.88293725,hikakinが生きてる時代に生まれてこれて良かった,
0.88293034,ちゃんと全国のラーメンを回るという伏線をはっていたと思うと鳥肌もんだわ,
0.88274264,味噌ラーメンからもやしメンマネギ赤い調味油って感じがくるり意識してそうで好き,
0.8826812,0番びっくりしたのがhikakin様の書道が想像以上に上手かったこと,
0.88265765,色々考えていることが好感持てるまだまだたくさん好奇心いっぱいワクワクしかない,
0.88248116,おそらくしばらくお目にかかれないと思うので世間が落ち着いたら食べます,
0.882457,こだわっていたのでしたらセブンイレブンさんでなくても,
0.8824528,hikakinさんの夢が叶って良かった絶対買って食べます,
0.8824239,夢に向かって進んで行く姿に感動しました,
0.8824215,どんな報告でも応援することに変わりはないんだけど全国ツアーだといいなぁー♪♪,
0.88239276,ずっと夢を持ち続けるって事がすごい普通は一つの事で満足しちゃいそう,
0.8823543,グッズ系じゃなくてラーメンメインなのが個人的に嬉しい,
0.8822373,ずっと商品紹介してとうとう自分の商品ができたんですねおめでとうございますセブンのオーナーなのでたくさん発注しますね,
0.88205767,絶対にどっちも買います休んだ理由がこんなことでよかったですこれからも頑張ってください大好きです,
0.88203716,hikakinの夢が叶うのならいくらでも休んでいいのよ,
0.88203186,youtubeのみでここまで来れるって本当にすごいことだと思う,
0.8819107,はよ食べたいおめでとうございます夢を叶えていく瞬間をこうやって見ることが出来て同じ時代生きれて幸せです刺激もらいました,
0.8816496,ヒカキンさん新しいラーメンを発売されるということでおめでとうござまいす発売を楽しみに過ごさせていただきます,
0.8815054,hikakinさんは安心して一生推せる発売が楽しみ,
0.88133276,こうやって夢叶えちゃうからhikakinはすごいよ,
0.8811948,僕の誕生日にヒカキンが精神的におかしくなりそうだったのほんと草,
0.88116723,勝手に期待しといていざ発表した時文句言うのは違うだろ素直におめでとうでいいでしょ,
0.88112825,まじで気になるどんな結果でも応援してます,
0.88089967,味噌ってのがいいですね食べてみます次あれば豚骨も期待してます,
0.8807197,完成おめでとうございます発売楽しみですラーメンは豚骨とかが人気が多いですがそこを味噌でくるところがたまらないしかもニンニクいり最高楽しみにしてますあちこちのセブン巡りしよ,
0.8806653,自分の夢のために活動をお休みは全然いいと思う自分の夢を誇りに思え,
0.8805417,今までと全く違うトーンのヒカキンさん感動しました,
0.8804974,夢を実現することはとても難しい事を叶えるってすごいと思いました0月0日コンビニで探します,
0.88046056,同年代でハモネプやってたって思うといつも鳥肌というか感慨深くなりますˇωˇ,
0.88043964,好きなことで生きているを体現したまさに偉人私たちに夢を与えてくれて本当にありがとう,
0.8804334,ほんとに努力の積み重ねが遂に実った感じが伝わります,
0.880381,ヒカキンさん0年前ゲーマーと言いましたよね,
0.8803617,私もバイトしてた頃社会人になってからもお世話になってますカップ飯もあるの有難い贔屓します,
0.88030267,ラーメンの無い世界なんて考えられないほんとにラーメンって多くの人を救ってると思う,
0.88029456,向上心あって素晴らしいラーメン旅もしてるくらいだから好きなんやね,
0.8802832,これからこちらの新商品のpop作りをさせていただきますセブンイレブン社員です売り切れそうわたしも食べます,
0.880216,売り切れたら終わりとかじゃ無くどんどん作っていつでも買えるようにしてね♪,
0.88017243,もしかしてこの味噌はヒカ菌から作られててすごい美味いのか,
0.8799521,いやすごすぎるわyoutube活動だけでも忙しすぎるのにその合間を縫って自分の夢を叶える活動をするなんて,
0.8798565,youtube続けながらもこれを着々と進めていたと考えると本当にすごい,
0.879582,店舗じゃないところがまたyoutubeの身近さを感じましたなんか泣きそうになったおめでとう,
0.8795755,夢をちゃんといつも叶えていくのがかっこいいおめでとうございます,
0.87948626,hikakinさんが幸せなことならこっちも嬉しい気分になれる,
0.87913173,hikakinさん花月嵐ラーメン屋に行ってくださいお願いします,
0.8790418,自分の夢を叶えれて良かったですね,
0.8790269,大好きなラーメン旅企画が商品開発の伏線だったの嬉しすぎ,
0.8790259,ぼくもラーメン大大大好きです夢が叶ってよかったー,
0.8790001,濃厚味噌で香味油白味噌使用麺処くるりが本当に好きだったんだなって分かるわな,
0.87888867,視聴者の意見どうこうじゃなくてちゃんと自分の好きなこと貫いて努力してるのかっこよすぎる,
0.87888044,夢を叶える人って裏で相当苦労してるのが垣間見える本当にすごい,
0.8788614,ヒカキンさん今年セイキンさんとの曲作らないんですか,
0.87885535,濃厚味噌ラーメンと濃厚味噌メシどれも美味しそう買う時間があったら両方買います,
0.8787789,濃厚味噌ラーメンが税込で0円なのなぜかひかきんの優しさ詰まってるような感じがしてすき,
0.87856317,当たりがでたらもう一個もらえるという機能はどうですか,
0.8785064,誕生日の日に販売開始してくれてありがとうございます誕プレとして買ってもらいます,
0.87848145,作ってるというか味見して文句言って作らせてるだけよねこういうの作るってのは自分でダシとって作って初めて持ってってそれを再現させるのがいいのに名ばかりラーメンでわなぁ購買意欲にはつながりませんぬ,
0.8784423,hikakin様がラーメン食べてた所の店長びっくりするやろなぁ,
0.8783696,しょうもないとか言ってる奴ら人の夢を0文字で片付けるなよhikakin本当におめでとうこれからも一生ついていくわ,
0.87835956,夢を叶えるってなかなかできないことそれをこんなんでとか言ってる奴なんか気にすんなというか本人は全然気にしてないと思うけど,
0.87829137,熱湯入れたら0分じゃなくて0分待つのかさすがヒカキン全てがオリジナル,
0.8782561,もうすまんけどhikakinさん超えるyoutuberはほんとにいないもう俺が決めたこの人は人としてもyoutuberとしても最高って感じで大好き,
0.87795943,ジジキンは天国で笑ってるヒカキンのゆめが叶ったから,
0.8779327,自分の夢を叶えるために0年間頑張ってそしてその準備のためにたった一週間視聴者を待たせないようにすることができるyoutuberの鑑,
0.8779195,ヒカキンのことだから妥協せず真っ当に頑張ってこだわって制作したんやろな,
0.877855,味噌ラーメン好きなので見かけたら絶対買います,
0.877793,休むじゃなくてシンプルにすごいことしてる本気度がすごく伝わる,
0.877785,偏見だけどさこういう体型の人が作ったものって美味くない,
0.8777377,ポジティブな報告なのかネガティブな報告なのか事前に言ってくれるのを本当のありがたい心持ちが穏やかで見られる,
0.8777196,自分の夢を追うという事は凄く良い事とだと思う,
0.8775923,急上昇0位おめでとうございます0年かけてできたラーメンが買える日が待ち遠しいです,
0.87737894,時代に残るものを明確に作れるってのは誰にでも出来ることじゃないよすげえなあ,
0.87735915,本当の予想外すぎて困惑しながら普通に嬉しい俺がいる,
0.8773416,味噌ラーメンは普段あまり食べませんが流石に買わずにはいられません0日セブンに走ります,
0.87733376,すごすぎる夢を叶えていくのすごいよo̴̶̷̤◦o̴̶̷̤発売されたら絶対食べる人気すぎてすぐ無くなりそうで怖い,
0.87732536,ヒカキンこそ努力に努力を重ねたtheyoutuberって感じまじですげぇ,
0.87716126,0月0日になったらすぐセブン行って買ってきすラーメン好きだしめっちゃ楽しみ,
0.87710637,ラーメン作るためにダーツの旅やってたとしてもあれは辞めないで続けて欲しい,
0.8770904,ぼくの将来の夢はyoutuberとラーメンを作ることですまさかの同じ,
0.87691665,こんな休みのない多忙の中でラーメンの商品作りも進めてたの凄すぎでしょ絶対食べます,
0.87689245,小麦アレルギーだからご飯あるの嬉しいお母さんにラーメン食べてもらおうヒカチャンよかったね,
0.87685406,わぁー夜中に再生してラーメンクッソ食べたくなったー発売したら買います0月0日楽しみ,
0.8768124,ラーメンに目をつけるとはセンスというかなにもかもスゴすぎてさすが神と呼ばれるだけある全youtuberびっくりしてんだろうなぁ,
0.8767348,〇〇監修って名前だけ貸して開発とかはほぼ任せっきりな人もいる中こんな0から0まで全部本気で本人が携わってるのすごいな,
0.8767133,東京に住んでいなくても食べることが出来る名義だけ貸してるとかでもない本気の一品絶対食べます,
0.8766561,また新しい夢の実現を期待してます頑張ってください,
0.8766274,休止理由もヒカキンらしくて応援したくなるなぁ,
0.87660235,このままいけばヒカキンさんも0日で0万再生いけるぞ,
0.87658864,この人のこだわりましたほど説得力のあるものは無いよねめちゃくちゃ楽しみ,
0.87655985,めちゃくちゃこだわり抜いて作られたのがすごく伝わりました絶対買います,
0.8764513,この人ほんといつでも自分の夢に向かっててかっこいい,
0.87644595,頂点がこの人で良かったと何度思えばいいんだろうか,
0.8763557,このコメント残念だわまずそうとか言ってる奴は絶対買うなよヒカキンさんの努力の何も知らない奴が語ってんじゃねーよ,
0.8763332,おめでとうございます全然関係ないけどサービス終了が決まったアプリゲームをサ終取り消させてみたみたいなの出来たら見てみたいですガンダムブレイカーモバイルとか,
0.87610567,まじでかっこいいどんなに苦しくても辛くても頑張った先にこんな未来が来ると信じてがんばります,
0.8760566,0年間大好きなものに熱中して本気でできるの本当に尊敬,
0.8760375,本当に心からおめでとうと伝えたいヒカキンはほんと凄い,
0.87599516,そういう事だったんですね夢を持って努力して叶えるなんて凄いです本当におめでとうございますこれからも応援してます,
0.8758177,これは売り切れなるだろうなー買いたい名言食べ終わったら容器は綺麗に保存だほんと美味しそうで,
0.8756996,ヒカキンが食べてるものなんでも美味しそうに見えるのなんでだろう,
0.87536466,待ってましたヒカキンさんの夢の報告楽しみです,
0.8753243,ラーメン好きだから嬉しいあと落ち着いたらちょっと休んでほしい切実,
0.87521815,これがヒカキンがの視聴者側へのドッキリだとしたらマジで笑える,
0.8751867,すごく食べてみたくなりました見かけたら絶対に買って食べます,
0.8750462,hikakinってたまに見るとほのぼのしてふふってなれるなんか疲れてたけど少し心穏やかになれたhikakinありがとう,
0.8750248,品切れしまくってる未来が容易に想像できる笑,
0.8749341,すぐ完売しちゃいそういつ食べれるかわからないけどめっちゃ楽しみです,
0.87481654,やりたいことをなんでもできちゃうそれがヒカキンの力短いお休みで休めたかなもうちょっと休みたいよね,
0.8746961,こんな素敵な人本当に居ないしもうほんと大好き頑張ってほしい,
0.8746616,僕もラーメン食べて0万人にザーメンかけます,
0.87454444,ラーメン食べてみたいニッシンとすごいね元スーパー定員とは思えないよね,
0.8745374,勝手に報告だとばかり思ってたから予想外すぎたけどヒカキンさんのyoutuberとしての夢とは別の夢が叶って本当に嬉しい,
0.87448865,絶対買いますhikakinさん素敵です休んでないですよそれみんなのために頑張ってるとか尊敬です,
0.8744076,すげぇよヒカキンさんそしておめでとうこれからも応援しています,
0.87431794,後半情熱大陸のような感動が発売心待ちにいています,
0.87427235,本当にこの人は努力が凄いな,
0.87407476,本当に努力してきたのが伝わりましたラーメン絶対買う,
0.8740565,なんかhikakinさんはyoutuberで成功してるからとかそういう妬み全くない努力が実った人だなぁって見れる,
0.87402344,しょうもないって言われても夢を叶えられることはすげーよ,
0.87396276,どうせhikakin印のラーメンでも作ったんでしょ鼻ホジ,
0.87387764,ラーメンとカップめしはくどくないんですか,
0.87384784,この人はたった一週間の休みのために盛大にみんなのことを考えてるんだなこの人こそ本物の聖人だ,
0.873781,しょうもなって言ってる奴お前らが高く見すぎただけやろ本当にhikakinさんおめでとう,
0.8736179,らーめんもいいがもうそれ以上太るではないぞ,
0.8735566,多分都会の方でしか流通してないと思うセブンイレブン行ったけどなかった,
0.8735426,復帰は0日か0日って言ってたけど早い方にしてくれたのはありがたすぎますご報告楽しみです追記報告見ました発売日gじゃないのと平日ってのがまたいいですね欲しすぎる,
0.87354136,夢の実現おめでとうございます伝えたいことが箇条書きなのがわかりやすく誠実でラーメン屋っぽくもある,
0.87350976,ただ休んでただけじゃなくて頑張ってラーメン作ってたのは感動,
0.87345433,努力が報われる瞬間はまさにこの事なんだろうなヒカキンさんおめでとうございます,
0.8734298,お金を考えないで自分がしたいことできるのは努力の賜物だな,
0.87341076,hikakinさんおめでとうラーメン絶対買うわ,
0.8733248,感動するなぁヒカキンさんの夢が叶ったの本当に嬉しいなおめでとうございます,
0.8732973,どんな小さな事でも夢を叶えられるって素敵な事だよね,
0.8732882,他のyoutuberがやるぼったくりアパレルとかじゃなくて本当に自分がやりたいことを実現できるのは尊敬ですo゚▽゚o,
0.8732151,ラーメン大好きだから必ず食べます,
0.873053,夢を叶えられた事おめでとうございます素晴らしい発売したら絶対買いに行っちゃいますスバラシイ,
0.87303907,ヒカキン俺このラーメン買うよサイコーじゃんyoutubeドリーム見せてきた男の夢の結晶でしょ,
0.87302846,くるりと蒙古タンメンに謝った方がいいよ,
0.872929,数百年後とかhikakinの人生大河ドラマになってもいいと思う,
0.87289566,夢を持つこと自体は誰にだってできるけどそれを叶えることはそれだけの努力をした人しか出来ないほんとに凄い,
0.8728954,一時期すごい太ってた時あったけどラーメンの味作ってたのか,
0.8728308,0年間かけたラーメン絶対買いに行きます楽しみです,
0.8728014,マジで気になって夜しか寝れなかったから楽しみだわ,
0.8727863,コンビニで買えるのはいいですね,
0.87278295,夢を実現させるのは困難でもヒカキンは努力でその困難の壁をぶち破ったほんと凄い,
0.87270445,これだけ成功してても夢に向かって走り続けて実現させるとかカッコ良すぎる一人の人間として尊敬,
0.87256914,わかりみが強いですラーメンは人生です必ず買います,
0.8725155,えスゴすぎるほんとに尊敬しますこれからも頑張ってくださいでも体調には気おつけてください何時でも応援してます,
0.87242025,初コメどのyoutuberが食レポしてくれるんだろう忖度なしで私的にはサッポロ0番味噌ラーメンを越えるかどうか,
0.87241346,泣きそうになるくらい相変わらず感動しました,
0.8723142,お前が実際ラーメン作って客に対して永遠と対応するなら応援する裏切るなよ,
0.87226546,なんか泣けてきたよヒカキンさんあなたはほんとにyoutube界の宝だよ,
0.8722431,おめでとうございます絶対に買って食べたいと思います本当に美味しそう急上昇ランキング0位素晴らしいです,
0.87222093,発売日が0月0日ってさドラゴンボール好きなことも込めて悟空なのかなって思ったけど偶然だよなぁ ́ω,
0.8721816,セイキンさんおすすめシールを貼って発売してほしい,
0.87215096,こんなに有名になってもまだまだ夢に向かって努力するヒカキン素敵すぎる,
0.8721135,半年後とかにスプラトゥーンのフェスで味噌ラーメン派対味噌メシ派の戦いあると思ってだけど今のスプラトゥーンフェスの選択肢三択なの萎える,
0.872094,おめでとうございます私もラーメン大好きなので楽しみ過ぎます,
0.8720707,特別hikakinがすきってわけじゃないわたしでもめちゃくちゃ凄いなって思うしやりたいこと叶えてること尊敬するしもうなんか凄いなって思います語彙,
0.87199795,なんかhikakinが幸せそうで私もうれしい,
0.87199634,何事かと思ったらラーメンで草0円も出すならすみれでええわ,
0.87190795,自分のやりたいことを全力で出来るのカッコよすぎる,
0.8718437,youtubeやりながら0年これを作れたのはすごいと思う,
0.8718131,やっぱhikakinさんは努力のが凄い,
0.8718091,本当におめでとう夢を叶えられて本当に良かったね楽しみにしてます,
0.871809,夢を叶えるためにyoutube活動で忙しい中でもこだわり抜いて商品開発をしてたというヒカキンさんの裏側を見てると本当に勇気を貰える,
0.8717573,めっちゃ素敵ですね♪ラーメン食べますねナイスゥyoutuberが飲食に手を出す流れが出来てますね焼肉カレーパンラーメンありがとうございます♪あと唐揚げも食べてみたーい,
0.87174636,夢が叶って私も嬉しいです,
0.8717146,同じ新潟県民として全力で応援し続けます頑張れhikakin,
0.8716176,店をひらくなら遠すぎてヤバい青森だからだけどコンビニなのがいいしお手頃価格なのがいい,
0.87150574,みそキン必ず買いに行きます行く時間であればいいけど,
0.8714813,ちっちゃい頃からラーメン好きなんすよね,
0.8713948,初めどれだけすごいか分からんかったけど冷静になって考えたらとんでも無いことしてるの草,
0.871391,明日から発売ですけどちゃんと手に入るかなーすぐ売り切れてたりして,
0.8713844,こだわってる理由がもし上辺だけだったとしてもやさしすぎる,
0.8711545,一年賭けたラーメン食べますね〜近くで買えるの嬉しい,
0.8711099,これ辛いの麻婆豆腐しか食ったことのない中学生でもくえますか,
0.87103796,お金持ち始める献呈的な人調子にのりすぎだわでも売れるといいですね,
0.87102354,これが自分の誕生日に発表されて嬉しい,
0.8708132,こっちまで嬉しくなるわぁ絶対買うてかセブンで売ってるのすご,
0.870791,ヒカキンが笑ってるとこっちまで幸せになる,
0.8705764,元スーパー店員の経験とか活かして商品開発してるのすごいそのままスーパー続けててもその内商品開発部とかに異動してたかもしれないね,
0.8705261,発売決定おめでとうございます0月0の発売日に0つとも買いますこれからも応援してます頑張ってください,
0.87038225,だからラーメンダーツとかやってたんだね好きなものを本気にできるのって本当に尊敬できる,
0.8703669,発表するまで0分もかからないの流石ヒカキンって感じして好き,
0.87027115,好きなことに本気になれるの本当に尊敬するわ,
0.8700576,00ここで無駄に謙遜しないで0億点を自分に送るのすごく好き,
0.8699398,いい歳したおっさんがこれレジ持ってきたら笑うわ,
0.8697755,ヒカキンさんのことやからしおきんつけきんすでに準備しとると思います,
0.86974025,hikakinさん大好き𓂃𓈒𓏸𓂃𓈒𓏸𓂃ラーメン美味しそうですね,
0.86972064,こってり好きにはたまらん楽しみに待ってますラーメン大好きだぁ,
0.86962616,現在イギリスに住んでいますが両親に頼んで送って貰います改めておめでとうございます,
0.8695703,マジで努力してるのが感じられる尊敬やわ,
0.8695703,マジで努力してるのが感じられる尊敬やわ,
0.86956644,プレミア公開の時コメントで文句奴多すぎて悲しくなったわ素直に祝ってやればええやんけ,
0.86953336,ヒカキンは何回ラーメンと言ったでしょう,
0.86929417,くそー食べたいのに近くにセブンがないあったとしても二時間かかる,
0.86915183,映像ヒカキンが作ってるの何気に凄い00,
0.869141,味噌をこだわるとか具体的なコンセプトがないゆえどんなものを作りたいのかよくわからなかった,
0.86902094,活動の休み時間が夢を追い続けていた時間とかカッコよスギル,
0.8688413,いやもうほんっと幸せそうすぎてこっちまで幸せになりましたラーメン大好きなのでどちらもぜっったい食べます楽しみ,
0.8687204,hikakinの夢が叶って本当に良かった,
0.8687117,しょうもなってコメントちょくちょくあるけどこれのどこがしょうもないのか説明して欲しい笑笑,
0.8686476,おめでとうございますとても美味しそうなラーメンですね早く食べてみたいです,
0.86862,絶対買いに行きます楽しみにしています,
0.8683908,好きなことにほんと全力一生懸命な方観てて面白いし楽しい尊敬沖縄でも販売あるかな,
0.86826384,そうだったのか僕もうれしいしヒカキンさんもうれしいのか,
0.8682398,お休み頂いてありがとうございますって上の立場になったにも関わらずほんと謙虚だよね尊敬する,
0.8681178,取り敢えず二種類買うヒカキン応援してるから,
0.86801535,本当に向上心が止まらないなこの人は,
0.86792,発売楽しみにしてます ́出来たら違う味もお願いしますmm,
0.86791074,ファミマ派だからファミマまで置いて欲しかった感ある,
0.8678774,夢を叶えるその力凄すぎです尊敬,
0.8678598,本当に凄い努力の賜物ですね,
0.86777407,絶対買いますでも売り切れてそうで怖い,
0.86757433,自分のやりたいことをずっと貫いてんのすごすぎるこれが本物のyoutuberか,
0.86743414,食べたかったけどたまごアレルギーだつらいたまごなしのもだしてヒカキン,
0.86739206,これは売れる口角が上がる感覚わかりますさっそく0日からセブン見てきます,
0.8672874,麺の硬さが気になって,
0.86691284,シンプルになんか感動した笑やっぱヒカキンってすごいな,
0.8668862,0万なんて売上だけですぐ回収できるのよhikakinはだから大したことない,
0.8667335,スーパー兄弟地元の人も嬉しいし誉ほまれだよね,
0.86671543,で一週間休んで何をしていたん笑要は期待商法やんな一週間身を隠して遊んで期待値を上げたかったん,
0.8666808,めちゃくちゃ美味しそうに食べるからお腹すいてきました絶対どっちも買います,
0.8666447,服とかじゃなくてラーメンってのがhikakinらしくて好き,
0.8666293,見てるだけで腹減ってくるわ,
0.86650985,これだけの熱量で作ったラーメン絶対おいしい,
0.86643946,ヒカキンさんかっこいいと思う人↓,
0.86639285,久々に見たらソファの人形がヒカキンだらけになってる,
0.8663707,ラーメン好きアピール多すぎて嫌味が差してくるけどめちゃくちゃうまそう,
0.8663274,ヒカキンのいつもの癖ならみそおって名付けそうなのに,
0.8663086,ラーメン美味しそうですけどめそらーめん食べれないのでしょうゆとかでもいいので食べたいです,
0.86622995,泣けましたおめでとうございます0日セブン出勤なので必ず買わせていただきます出勤前に売り切れちゃいそう楽しみです,
0.8660699,0日か0日にって言っていてしっかり0日にあげてくれるところが本当流石すぎる,
0.8659982,夢を叶えるために頑張ってきたことが本当に素晴らしいです,
