Column1,Column2
4,hikakinさん私に希望を与えてくれてありがとうございます私も頑張ります
4,0円拾いやしたラーメン三杯いただきやす◎
4,ヒカキンさん今年セイキンさんとの曲作らないんですか
4,00秒のヒカキン
4,ラーメンの方が美味しかったです
4,私ヒカキンの誕生日のまえがたんじようびです
4,ヒカキンさん0年前ゲーマーと言いましたよね
4,0万なんて売上だけですぐ回収できるのよhikakinはだから大したことない
4,うへへ0円広いやしたラーメン0杯いただきやす◎
4,ヒカキンゲームズのホームから来た人
4,ラーメンとカップめしはくどくないんですか
4,ヒカキンのバ力舌具合が露呈するいい機会
4,何事かと思ったらラーメンで草0円も出すならすみれでええわ
4,開発チームに作ってもらってよく自分のラーメンだって豪語できるね
4,お前が実際ラーメン作って客に対して永遠と対応するなら応援する裏切るなよ
4,誰がやっても同じだろヒカキンである必要性がない
3,夢を実現させることが出来るのは努力し続けたからなんよなぁマジで尊敬する
3,0ヶ月でも休んでくれてよかったくらいすごいことしててほんと尊敬する
3,一週間休むのが夢でしたとかでも全然納得
3,好きなことで生きていくを実現させた漢かっこよすぎる
3,本当に幸せそうな人を見るのってこっちまで幸せな気持ちになるからいいよなぁ
3,これはさすがに食べたい
3,早く食べたい
3,どうでもいいけど0時間で0万回再生はやべえな
3,早く食べたい
3,本当にこだわりを感じる
3,コンビニで見かけたら絶対買うしかない
3,本当に向上心が止まらないなこの人は
3,めっちゃ美味しそう食べてみたい
3,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
3,人気出て買えなさそう食べたい ́
3,発売が楽しみすぐ売り切れちゃいそう☻☻
3,絶対買う出来ることなら店も出して欲しいね
3,好きなものを自分の商品にしちゃうっていう偉業ほんとにすごい0年かかったり活動休止になるのも頷ける
3,売り切れたら終わりとかじゃ無くどんどん作っていつでも買えるようにしてね♪
3,食べたい
3,絶対うまいね言うまでもない
3,ガチお腹空く早く食べたい
3,活動の休み時間が夢を追い続けていた時間とかカッコよスギル
3,自分の予想のお店出すんじゃないかなと思ってたちょっと異なってましたただ是非とも食べたいです
3,自分の好きな商品を自分で監修して商品として販売できるなんてすごいな
3,どこかに行かないといけないとかじゃなくてどこでも手軽に買えるってのが神夢叶えれて良かったです
3,夢を叶えるために頑張ってきたことが本当に素晴らしいです
3,食べたすぎる待ちきれない
3,辛い事を乗り越えた人だけに娯楽が待ち構えてるんだな
3,前回より明らかに彩度上がってる
3,試食してる姿やパッケージのこだわりを語る姿がもはや有名店の凄腕ご主人感があってかっけぇ
3,めちゃくちゃ美味しそう早く食べてみたいo
3,早く食べたいです
3,これはこれは努力の結晶でしかないですねぜひ見かけた際は食べて見ます
3,美味しそう食べたい
3,ここまで言われたら絶対たべてやる
3,ご報告系youtuber最近腐るほどいるけどやっぱプロyoutuberのご報告の内容は訳が違う
3,食べてみたいです
3,これは素直に食べたいそう思える熱量でした
3,早く食べたい〜
3,はやく食べたいわ〜о ́о
3,活動のおやすみ期間も動いてるのはもうよー分からんくらい動くやんたくさん寝て
3,えスゴすぎるほんとに尊敬しますこれからも頑張ってくださいでも体調には気おつけてください何時でも応援してます
3,あんなしっかりもやし入ってることあるんや
3,発売楽しみにしてます ́出来たら違う味もお願いしますmm
3,食べたいー
3,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
3,売ってあったら絶対買う
3,絶対買う
3,ふむふむ品薄になる前に絶対買う
3,絶対買ってやる〜
3,早く食べたいなあ
3,美味しそう発売日楽しみです
3,0個ずつ買いたいなぁー
3,youtubeやりながら0年これを作れたのはすごいと思う
3,台湾ででもでも買いたい
3,言うこと忘れましたとか言っても全然許せる
3,どんな報告でも応援することに変わりはないんだけど全国ツアーだといいなぁー♪♪
3,普通に美味しそうだし一般市民に気軽に手に入りやすくて凄くありがたいです買いますね
3,めちゃ早く食べたい
3,絶対手に入れる
3,夢を叶えるその力凄すぎです尊敬
3,絶対買うぞー
3,絶対買うぞ
3,カップメシの方0食目からはチーズ入れて食べてみたい
3,誰でも手に取れる価格帯ってのもありがたい必ず買って食べますそしてみんなのコンビニ紹介気になりますね
3,食べたい
3,めっちゃ美味しそう絶対買う
3,応援しとるで絶対買うわ
3,両方とも必ず購入しますっ発売日が楽しみ
3,早く食べたい
3,わー食べたいー
3,絶対買う
3,早く食べたい
3,この人はたった一週間の休みのために盛大にみんなのことを考えてるんだなこの人こそ本物の聖人だ
3,色々考えていることが好感持てるまだまだたくさん好奇心いっぱいワクワクしかない
3,絶対買うのだ〜
3,0時間で0万再生超とはどれだけヒカ様の復活を心待ちにしてる人が多いか分かる
3,プルルルルルルルルルルルが過去一気合い入ってる
3,早く食べたい
3,つよぽん絶対に0月0日買ってみようかな超美味しそうだね
3,わーいいぇーーいおめでとうございますコンビニで買えるの嬉しいです楽しみー
3,早く食べたい
3,夢を叶えることも凄いけど夢が叶う方の瞬間を共にできることは一視聴者としてとても喜ばしいです
3,頼む復活にしてくれ皆あなたを待ってるんだよ
3,早く食べてみたい
3,味噌ってのがいいですね食べてみます次あれば豚骨も期待してます
3,美味しそう食べたい〜
3,第二弾とかでシオキンとか作って欲しい
3,絶対買う
3,夢かなって良かったねおめでとうセブイレに並ぶの楽しみに待ってます
3,父に0年育ててたアロエ捨てられてショックだったけどなんか元気出た
3,めっちゃ食べたい食べてみる
3,セブンに行けばあるのよね売り切れるかな買いに行こ〜
3,みんなあんま触れてないけど習字上手ない
3,おーまいがーー絶対買う
3,発売楽しみにしてます
3,まじうまそーはやく食べたいぜ
3,食べたい
3,絶対買う
3,絶対買う
3,食べたい
3,絶対買う
3,待ち遠しいです早く食べたい
3,絶対買う
3,買いたい
3,美味そうだなぁそうに決まってる
3,ずっと商品紹介してとうとう自分の商品ができたんですねおめでとうございますセブンのオーナーなのでたくさん発注しますね
3,早く食べたいよー
3,絶対に買う
3,食べたい
3,絶対買う
3,美味しそうですね発売が楽しみです♪
3,食べたい
3,絶対買う
3,美味しそう食べたい
3,いつかブタキンてきなやつも食べてみたいな
3,もやしが入ってるって珍しくね
3,しょうもなってコメントちょくちょくあるけどこれのどこがしょうもないのか説明して欲しい笑笑
3,これは絶対買う
3,絶対買う
3,品切れしまくってる未来が容易に想像できる笑
3,食べたい
3,けどなんか美味しそう
3,一度は食べてみたい
3,みそキン早く食べたい
3,いいねの数×0個買うわ絶対いいね来ないだろうし笑
3,見てるだけで腹減ってくるわ
3,人気過ぎて即売れきれそう絶対買う
3,000えっ凄っ絶対に買う
3,食べてみたいてかコメ欄に未来人現れてて草
3,楽しみすぎて昨日から寝れんかったわ
3,めっちゃ食べたい食べたい食べたい食べたい食べたい
3,想像の斜め上でビビった絶対買うわ
3,絶対誰も予想しない結果で草
3,絶対たべる
3,これからこちらの新商品のpop作りをさせていただきますセブンイレブン社員です売り切れそうわたしも食べます
3,絶対たべます
3,食べたいです
3,絶対買う人↓
3,絶対買うしかないだろー
3,食べたいです
3,誕生日だ絶対買う
3,当たりでたらせめてtシャツとかあげたら良いのに笑
3,絶対たべる
3,しおきんとしょうゆきんも食べたい
3,次は塩キンとか出してくれるのかな
3,休んだけど休んでなくて草
3,絶対買うから
3,おめでとうございますかならず買いに行きま
3,発売されたら両方食べます
3,おめでとうございます今度食べてみますね
3,うまそうだけどちょっと高そう
3,サムネ変わってる
3,絶対買うは
3,こだわるなら人工甘味料とか使わないで欲しかった
3,食べてみたい人
3,買わないわけないなぁそうに決まってる
3,見付からないそれほど売れてるのか
3,休むほどのことかよく解らない
3,絶対かぃますoooどっちとも
3,おいフレンチ見てるか
3,たべたいたべたいたべたいたべたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい食べたい
3,偏見だけどさこういう体型の人が作ったものって美味くない
3,税金対策も兼ねてるのかな
3,アンタ味見してるだけやん
3,絶対買う人↓
3,美味しくなさそう買うけど
3,体に悪いので買いません
3,いや報告こんなことかよ
2,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う
2,単純に小麦アレルギーで麺が食べられないからカップ飯あるの嬉しい
2,視聴者を楽しませるために頑張ってて好き
2,好きなことにここまで全力を注げるのも聖人と呼ばれる0つの理由なのかもな
2,好きなものがあるって大切なことなんだな
2,00ここで無駄に謙遜しないで0億点を自分に送るのすごく好き
2,これだけ夢を叶えた人なのにまだ叶えたい夢があったなんて凄すぎる
2,これこそ好きなことで生きていく
2,こんなに成功してもちゃんと辿ってきたことを忘れてないところがとても好きです
2,同年代でハモネプやってたって思うといつも鳥肌というか感慨深くなりますˇωˇ
2,下積み時代ほんとうにしんどそうなのにここまで頑張って夢叶えてて尊敬します
2,これだけの成功を収めているのにまだ夢を追う姿勢が好きです
2,お金を考えないで自分がしたいことできるのは努力の賜物だな
2,実質全く休みではないの草純粋に尊敬できるわ
2,好きなことをして生きていくのがyoutuber
2,好きなことをして人生を楽しんでいる姿に私も頑張りたくなる気持ちが出たよyoutuberの鏡だよ
2,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う
2,自分のやりたいことを全力で出来るのカッコよすぎる
2,好きなことで生きるってこうゆうことなんだなぁ
2,心からおめでとうを言いたいですほんとに自分の夢を次から次へと叶えていて憧れでしかないです僕も頑張ります
2,ほんとに尊敬する
2,すぐ買いに行く
2,自分のやりたいことをずっと貫いてんのすごすぎるこれが本物のyoutuberか
2,夢が叶ってすごく良かったですね私たちも夢を諦めずに頑張りたいと思います
2,買います
2,ガツッとくるカップ飯楽しみ
2,世の中の色んなものを見たり食べたりしてきた人がこれは良いと思って作ったものたち興味あるわ〜
2,早く食べた〜い
2,大好きなものを磨いていくその姿大人の私も勇気づけられるかっこいい
2,いよいよ明日かホント楽しみ
2,食べたーい
2,この人のこだわりましたほど説得力のあるものは無いよねめちゃくちゃ楽しみ
2,マジで楽しみ
2,食べたーい
2,めっちゃ美味しそう ́••0つとも買います
2,自分の夢のために活動をお休みは全然いいと思う自分の夢を誇りに思え
2,自分の夢を追うという事は凄く良い事とだと思う
2,食べたくてウズウズ
2,自分が好きなものを自分が満足するまでつきつめて作れるって素敵
2,夢を実現することはとても難しい事を叶えるってすごいと思いました0月0日コンビニで探します
2,メンマ好きにはたまらない
2,やっぱ好きやわ
2,ほんと好き
2,そんなことだろうと思ったコンビニ行って買いますねー
2,お休み頂いてありがとうございますって上の立場になったにも関わらずほんと謙虚だよね尊敬する
2,必ず買います♪美味しそう
2,食べなきゃ
2,努力が凄すぎて俺も頑張ろう
2,麺の太さが大好きな太さだ
2,食べるしかねぇこのビックウェーブに
2,これは売り切れで買えなくなるないつ食べれんのか
2,買いに行きます
2,どんな報告かめっちゃ楽しみ
2,どんな結果でも大好きだよ
2,めちゃくちゃ美味しそう食べます
2,マジで気になって夜しか寝れなかったから楽しみだわ
2,セブンイレブンのオーナーやってますおそらく特発で発注上限かかると思いますが上限いっぱい発注させてもらいます
2,いいねの数だけそれぞれ買います
2,やっぱり一周間はえーな楽しみ
2,もしかしてこの味噌はヒカ菌から作られててすごい美味いのか
2,楽しみです
2,コメ欄に既に食べた未来人いて草
2,おー買います
2,夢の味買います
2,買いますおいしそう
2,この人ほど純粋な人おらんと思う
2,両方買います
2,買いに行きます
2,とりあえず食べまーす
2,美味しそうやばあ夜の0時食テロすぎぜったいたべる
2,好きだけで夢が叶うんだなぁ
2,00ここ好き
2,好きです
2,大好きです
2,素敵ですね食べてみますね
2,美味しそうに食べますね〜
2,0月0日めっちゃ楽しみ
2,これは食べる
2,はやく買いにいこ
2,彼は好きなことを継続しているようだだからこそフォローしなければいけない
2,今度食べに行く
2,マジでうまそう食べてーーーーー
2,アレルギーがあるから食べられない
2,買います
2,実は広島市中区に私の父親のお姉さん夫婦が第0店舗寿々女すずめを広島市中区舟入へ開店してます良ければ食べに行って下さい
2,こだわっていたのでしたらセブンイレブンさんでなくても
2,フラゲして食べてみたくどかった水必須
2,買います
2,食べるね
2,そんなにらこだわったのに期間限定なんでしょもうお店出しなよそうしないと食べる人の本当の笑顔は見れないよ
2,いいねしてくれたぶん買います
2,ラ王買います
2,食べたら頭おかしくなるよ
2,まずかったもう買いたくない
1,店舗じゃないところがまたyoutubeの身近さを感じましたなんか泣きそうになったおめでとう
1,いやすごすぎるわyoutube活動だけでも忙しすぎるのにその合間を縫って自分の夢を叶える活動をするなんて
1,夢を叶えるの裏にはとんでもない努力があることを改めて知れる
1,努力し続けたらやっぱ夢叶うんだな
1,夢が叶えられて凄いこの努力は見習わねば
1,0日たった今でも急上昇入ってんの凄すぎ
1,味噌味以外も出してほしい
1,ポジティブな報告なのかネガティブな報告なのか事前に言ってくれるのを本当のありがたい心持ちが穏やかで見られる
1,商品紹介のプロが自分の商品を紹介するのすごい
1,セブンイレブンに販売するというのもまた身近に感じられるからすごくうれしい
1,これみながら食いたい
1,これが全国のセブンイレブンに並ぶのはこちらとしてもすごく嬉しい
1,g明けに発売してくれるから連休明けのショックを和らげてくれているね
1,夢を実現させることができるなんてすごい
1,努力は人を裏切らないとはこのことなのか
1,早く発売してほしい
1,スーパーで商品を並ばせる側だったのが並ぶ側になったのが凄すぎる
1,凄すぎてもう凄いしか言えなくなっちゃった
1,後半情熱大陸のような感動が発売心待ちにいています
1,本当の予想外すぎて困惑しながら普通に嬉しい俺がいる
1,結構マジで少しでいいから休んで欲しいとりあえず夢叶えられておめでとう
1,鳥肌とニヤケがとまらんなんかすごい
1,なんか涙出たおめでとうございます
1,おめでとうo゚▽゚o
1,ほんとに努力の積み重ねが遂に実った感じが伝わります
1,セブンで出してくれるの嬉しい田舎者でも手が出せる笑
1,おいしそうすぎる
1,自分の商品作ってたの凄てか休みじゃないじゃんまぁ自分のしたいこと実現できることってやっぱすっごくカッコイイこれからも頑張って下さい応援してます
1,これだけ影響力ある人は何を発売してもすぐ大好評になりそう
1,沖縄では発売されないのね
1,自分も夢に向かって突き進んでさらに実現させるような人になりたいな〜
1,なんかもうなんかすごいの語彙力
1,夢をちゃんといつも叶えていくのがかっこいいおめでとうございます
1,努力の結晶
1,発売待ち遠しい
1,もう一つの夢だったかっこよすぎ
1,もー映画にしていいぐらいすごい
1,ずっと夢を持ち続けるって事がすごい普通は一つの事で満足しちゃいそう
1,これは売れる口角が上がる感覚わかりますさっそく0日からセブン見てきます
1,めっちゃ買ってみたい
1,勝手に期待しといていざ発表した時文句言うのは違うだろ素直におめでとうでいいでしょ
1,おめでとうございますとても美味しそうでアメリカでも買えたら嬉しい大ヒット商品になって海外進出もできますように
1,味もこだわってそうちゃんと美味しそうなので期待
1,この人はマジで凄すぎるよ
1,改めてすごい人だなと思った
1,復活おめでとうございます最高
1,この量で0円オーバーは高すぎだろ
1,おめでとうございますたくさんたくさん売れますように
1,あまりにも本気すぎて勝手に感動した
1,一週間お休みしてまあ当たり前だなと思ったら頑張るためのお休みだとはさすがすごすぎるちょっとはお休みしてくださいね長文失礼しました
1,0年かん両立しとるのすごすぎます
1,すごいめっちゃ売れそう
1,0時間で0万再生に迫るのはさすがすぎる
1,急上昇0位おめでとう ́ωノノ☆パチパチ
1,ポイントつける側からつけられる側になったの凄すぎ
1,セブンないんよなー生協かイオン系列で売ってたら買う
1,コンビニで買えるのが嬉しいです夢を叶えるってすごいです
1,ミサは小さい頃行ってたな玉ねぎ甘めで味噌と合う懐かしい
1,プレミア公開の時コメントで文句奴多すぎて悲しくなったわ素直に祝ってやればええやんけ
1,お疲れ様ですまた会いたいですthejapanesegirlgroupilldebutonmay0rdthenameofthegroupismoonchildcomelistentothesongpeopleallovertheorldpleasesupportusbybecomingafanbeitchingandcuteitscoolagainsoidontgettiredofitletscomeandsingintheorld
1,信頼がやばすぎて買おうって自然と思った
1,0日か0日にって言っていてしっかり0日にあげてくれるところが本当流石すぎる
1,てか0日で再生されすぎだろさすがyoutube王
1,セブン店員のわい納品まで待ちきれない
1,おめでとうございます夢が叶ってよかったですね
1,セブンイレブンの社員誰も情報漏らさなくて草
1,おめでとう
1,報告長すぎて校長先生かと思っちゃった
1,サムネ明るいから良い内容だと信じたい
1,セブン店員だから買おー
1,すごすぎて草
1,はやくたべたい
1,おめでとう
1,早く食いたいなー0月0日速攻で買うよ飯も
1,これは食いたい
1,応援したいから買う〜売り切れちゃうかなあ
1,現在イギリスに住んでいますが両親に頼んで送って貰います改めておめでとうございます
1,スゴすぎる
1,発売日がわいの誕生日なのがワロタ
1,ひかちゃんおめでとうございます
1,この人はすごい
1,おめでとうございます
1,発売してしばらくはずっと売り切れてそうだな笑笑毎日通うか
1,おめでとう
1,すぐ売り切れそうおめでとうございます
1,おめでとうございます
1,腕組んでたらだいたい美味い
1,00れさキャラだありがたい
1,セブンにしかないのか
1,セイキンさんおすすめシールを貼って発売してほしい
1,しおきんもほしいなんにせよおめでとうございます
1,みそキンぜったい買う
1,おめでとうございます
1,やばいクレーマーみたいなポーズ
1,ちょっとたべてみたいです
1,かいたい
1,おめでとうございます
1,ひねくれコメ多すぎやろ笑夢を叶えただけなのに
1,味噌キンぬいぐるみはどこでgetできますか
1,0月0日の日セブンイレブン行かねば
1,ぜったい並ぶ
1,ぜったいかいます
1,腹えぐすぎやろ
1,ぜったいたべる
1,高すぎやな
1,いつから発売するんだよー
1,安すぎ
1,え発売日誕生日なんだが
1,セブンプレミアムかよ
1,発売日俺の誕生日とめっっっっっちゃ近い買ってもらお
1,よっしゃちょっとセブン買ってくるわ
1,手前味噌系ユーチューバー
1,ぜったいうまい
1,何時発売なの
1,ぼくはごさいですたべたいです
1,セブンイレブンって時点で買う気せん
1,たかが0年片手間で修行笑したのを商品化してお情け商売してんの面白すぎる
1,ぜったい買う人
1,さんびゃくえんたかすぎだろ
1,努力アピールのゴリ押しで購買意欲を搾取するな結局は味に帰結するだろ
1,お金持ち始める献呈的な人調子にのりすぎだわでも売れるといいですね
0,◆プレゼント企画ツイートはこちら↓
0,店舗を作るんじゃなくてそれなりに誰でも手に入れられる商品を作ってくれるところに言葉に上手く出来ない優しさを感じる
0,時代に残るものを明確に作れるってのは誰にでも出来ることじゃないよすげえなあ
0,店舗出すより賢いかもしれないスタッフも店舗もなくても成り立つ
0,すげぇなぁやっぱ出来る人は何に手を出してもやり遂げるんだなぁ
0,もはやyoutuberがやることじゃないすげえなあ
0,頂点がこの人で良かったと何度思えばいいんだろうか
0,自分のやりたかった事が出来てよかった何事にも頑張って欲しいな
0,泣きそうになるくらい相変わらず感動しました
0,商品紹介系youtuberがついに自分の商品を紹介する日が来たのか
0,これは普通に感動したわ
0,どこまで行ってもめちゃくちゃ優しい人だなあ
0,ほんとにどこまでも真っ直ぐな方だよね
0,まじでかっこいいどんなに苦しくても辛くても頑張った先にこんな未来が来ると信じてがんばります
0,0日で0万回再生以上いけんの凄い
0,この人はどこまで素晴らしいんだ
0,この人ほんといつでも自分の夢に向かっててかっこいい
0,めっちゃくちゃ嬉しい自分の事の様に喜べる
0,夢に向かって進んで行く姿に感動しました
0,こんなに頑張って作ったら買うしかないよね
0,夢に本気になれる聖人youtuberの鑑
0,まじでこの人なにしても好感度上がるな笑笑笑笑
0,個人的に何より嬉しいのはヒカクラ0が再開することなんです
0,良い意味でツッコミどころ満載で草
0,夢叶うってめちゃくちゃいいことだね
0,こんな時間に見ちゃったからお腹すいた
0,本気度が伝わってくる
0,とてつもないプレッシャーの中で時間と労力を割いて商品開発している姿が容易に想像出来ます一週間休むのも納得です応援してます
0,夢を追い続ける大切さを改めて感じた
0,まじでかっこいいな普通に美味そうだし今度買お
0,まさかこれをやるためにずっと商品紹介をやってきたのか
0,人生も時間もお金も一切ムダにしない生き方に惚れてしまいます心底ステキですっ
0,期間限定じゃないよね〇〇タンメンの様に永久に店頭に並ぶと良いね
0,テレビ番組ぐらい凄い
0,視聴者が体感しやすい食品への事業展開してくれてほんと嬉しい
0,お身体に気をつけてくださいね次はほんとに0ヶ月くらいお休み取ってくださっていいんですよー
0,youareamazingcan’taittotryyourramenintheus
0,目標を達成するために必死に頑張る人って応援したくなるよな
0,夢を諦めないこそ人生
0,これからも夢を叶えて夢を俺たちに見せてくれ
0,やばい涙出そう
0,夢を本気で叶えた姿めっちゃかっこいい
0,안녕하세요히카킨님은천재유튜버입니다절대구입입니다앞으로도응원하고있습니다저는일본사람이에요
0,カップ飯も出してくれるところが最高
0,男の人イケメンだし感じいいな
0,店やって欲しい ́
0,手に取りやすいなぁそうに決まっている
0,純粋で真面目な人だなぁと改めて感心させられました
0,今後色んな味出して欲しい
0,私もバイトしてた頃社会人になってからもお世話になってますカップ飯もあるの有難い贔屓します
0,スーパー兄弟地元の人も嬉しいし誉ほまれだよね
0,なんか感動するなぁここまで来たのかって感じるわ
0,最高だよこれからも一生ついて行きます
0,映画見た気分感動した
0,招き猫キンのとこ満面の笑みとともに特に何もありません声出して笑いました
0,戻って来てくれてありがとう
0,自分の夢を叶えるために0年間頑張ってそしてその準備のためにたった一週間視聴者を待たせないようにすることができるyoutuberの鑑
0,美味しそう
0,美味そう
0,たべたーーーーい
0,ずっと夢を追い続ける姿痺れます
0,美味しそう
0,これ作る為に0年の新曲出さなかった説
0,なんなら店舗出してくれてもええんやで
0,どんな報告でも応援してます
0,夢って叶うのね
0,長年の夢が商材とはこれいかに
0,普通に美味そ見つけたら買う
0,そのうち袋麺も出してくれ
0,夢を現実にするのカッコいい
0,これもいわゆるyoutube界の既得権益だな
0,なんかめっちゃ真剣に見入ってしまった
0,感動をありがとう久々ぶりに涙したよこういうことなんですよ
0,夢を叶えられるってこんなに幸せなんやなー
0,感動しました
0,0分ぐらいのいい感じの曲は心響〜shionです
0,感動しました
0,ファミマローソンでも販売して欲しい
0,まじでこの人超えるユーチューバーというか人としても中々いない笑
0,終始テンションが高くてどれだけ嬉しいのか分かる
0,麺の硬さが気になって
0,めちゃ美味しそう
0,これが自分の誕生日に発表されて嬉しい
0,また新しい夢の実現を期待してます頑張ってください
0,美味しそう食いてぇーーーーーーーーーーーーーーーーーーーーー
0,様々なバラエティーヌードルも期待してます
0,感動しました
0,習字普通に上手い
0,夜中に見るんじゃなかった00具が豪華
0,この人なんでもやるなぁ
0,優しい値段やうれしい
0,休むどころか働いてて草
0,susurutvに紹介されることを願うばかり
0,मुझेनहींपताआपक्याकहरहेहोपरआपजापानकेसबसेबड़ेyoutubecreaterहोबधाईहोआपको।नमस्तेजापानnamastejapan
0,これは幸せだな ͈́ᴗ͈
0,美味そう
0,夢を叶えるために発表の映像も本気で作るの流石youtubeの神
0,醤油キンも欲しい
0,つらいときに上がれる人が人生の教科書
0,控えめに言っても神
0,なんか福くんが仮面ライダーになるって夢を叶えた時くらい勝手に感動した
0,スーパーにも置いて欲しい
0,コンビニで買えるのはいいですね
0,しょうもないって言われても夢を叶えられることはすげーよ
0,出てきた直後に親に買って買ってって言います
0,0時間以内で急上昇ランク0位になったのがやばい
0,俺も自分の商品出せるまで頑張るわ
0,カップ飯めっちゃいいな
0,くっそ美味そう
0,どんな小さな事でも夢を叶えられるって素敵な事だよね
0,心から応援
0,らーめんもいいがもうそれ以上太るではないぞ
0,0時間で0万再生やはりyoutubeの王だったか
0,サムネめっちゃいい
0,夢かなえる凄い
0,心の中という感じ
0,これに救われ励まされた人間がまた新たな物語を紡ぎ出す
0,普通に習字上手い笑
0,なんな涙出てきた夢って叶ったら凄いよなぁ
0,なんかもう嬉しい泣ける矢部
0,ほんとおもろいな
0,しっかり急上昇一位取ってんのかっこいい
0,夢が叶って私も嬉しいです
0,いい報告であってほしい
0,緊張するなでも最大限応援します
0,勿体ぶらず発表するのすき
0,こんなうまいもん出されたら俺が太ってしまうて
0,聞く前から嬉しくてドキドキする
0,えーすご自作やば
0,うまそー
0,抽選当たって欲しい
0,シンプルにバカ美味そう
0,一つ一つ確実にやりたかったを成し遂げていく男
0,普通に食おう
0,美味しそうだねえ食うまでもない
0,遂に報告来ましたか何かワクワクしちゃう⁠≧⁠▽⁠≦⁠
0,滅茶苦茶おいしそう
0,まじで気になるどんな結果でも応援してます
0,ちょっとうまそうなの草
0,普通に美味しそう
0,普通においしそうたのしみ
0,どんな報告かなどんな報告でも神回だ
0,面白い
0,pvのあとの真顔おもろ
0,美味しそう
0,頑張ったね購入してみますね
0,めちゃくちゃおいしいそう
0,ファミマ派だからファミマまで置いて欲しかった感ある
0,ええやん ̇ ̇買うわ美味そうやん
0,美味しそうですね
0,見つけたら買ってみよう
0,急上昇0位おめ
0,可愛い赤ちゃん姿
0,seikinと仲良い兄弟って感じがほっこりする素敵
0,これは神回の予感
0,カップの中に箸差しっぱなしなの嫌だ
0,0円くらいなら買ってた
0,蒙古タンメンがライバルかな辛いバージョンも出して下さい
0,めっちゃうまかったよ〜
0,買わない訳が無い
0,普通に買うわ
0,確実に神回
0,最高
0,休むということを知らない男
0,まじで聖人
0,普通に美味そう
0,バカ売れしてソッコーで品薄になりそう
0,よかったですね
0,新潟のニューミサが混むぞー
0,素敵です
0,多分思ったより大したことじゃないと予想
0,たべたーい笑
0,視聴後いや休んで無いやん
0,招きネコキン可愛い
0,こりゃ早朝から行かんと売り切れになる
0,石川の考察外れてて草
0,マジでうまそう
0,うん神だね
0,甘めって事はミサに近いのかな
0,うわ〜おいしそ〜
0,それ休みじゃねぇだろちゃんと休めよ
0,この調子でしょゆきんとしおきんととんこつきんもだしてくれ
0,カッコいい
0,急上昇
0,今日はこれがいいや
0,めっちゃ美味しかったです
0,0杯0円か
0,00作り直せって言うかと思ったやん
0,お疲れ様
0,気づいたら0kg
0,頑張れよ
0,youtuberのプレゼント企画は税金対策だよな
0,ちぢれ麺がいいね
0,これって期間限定
0,何だ神か
0,お疲れ様でした
0,休むとこが動いてて草
0,結局休んでなかったことが判明
0,アレルギーめちゃ気になる
0,美味そう
0,わたしもらーめんすきだよ
0,休む理由になってなくて草
0,こんなん買うしか無いやん
0,自分の夢を叶えれて良かったですね
0,すげーよ
0,頑張ってください
0,美味しそう
0,地元に店舗つくりな
0,ギャン売れそう
0,そんなんたべるしかないでしょ
0,表紙のヒカさん某クレーマーやん
0,当たりがでたらもう一個もらえるという機能はどうですか
0,メシの方気になる〜
0,すげぇ
0,美味しそーヽ ́ノ
0,ステップアップして実店舗出してくれ
0,ひかさんがふくよかになった理由
0,すげえよ
0,これは凄いやったね
0,買うね
0,すき
0,急上昇0位は草
0,美味そうやな
0,はやくたべたぁーい
0,感どう
0,これくらいいいやろ笑
0,多分激辛が出ることを私は知っています
0,おいしそう
0,早く食いてぇ
0,期待していいのかな
0,いただきやす◎
0,近所にコンビニがコンビニがねぇぇぇぇぇ
0,買うしかないだろこんなの
0,おおすげえええええもちぃろんかいます
0,休んでなくて草
0,早く00にならないかな
0,夢ビートボクサーじゃないのか
0,家族みんなで食っときますわ
0,誕生日の日に販売開始してくれてありがとうございます誕プレとして買ってもらいます
0,素敵なお方です入荷したら頂きます
0,休んでなく草
0,神さま
0,0万再生が怖い
0,titterでバズりのおもちゃになってて草
0,宇宙いかんかったなぁ
0,早く売ってください
0,うまそう
0,サムネ変えたか笑
0,戻ってきた
0,あと0秒頑張ってくれ
0,涙出そうになりました
0,いいですね
0,ニューミサとどっちが美味いですか
0,休んでないやん笑
0,コメ欄にくっそ暇人いて草
0,美味しそー
0,くるりインスパイア系なのかな
0,スーパー美味いって
0,よかったですガンバレーグッとボタンよろしく
0,うまそう
0,よかったね
0,安いなー
0,我が人生に一片の悔いなしラオウやん笑
0,隠密で栗東まで来てたんかなぁ
0,うまそう
0,飯テロだ
0,00fnaf死亡確定シーン
0,容器だけで0円しそう
0,ありがとうございます
0,うどんとペプシとカツカレーとびひん
0,サムネが変わっておる
0,ナレーションのトーンがほん怖
0,普通に高い
