Column1,Column2
8,hikakinさん花月嵐ラーメン屋に行ってくださいお願いします
8,このみそキンラーメン買わない人いるいないよねヒカキンのラーメン買うぞー
7,視聴者の意見どうこうじゃなくてちゃんと自分の好きなこと貫いて努力してるのかっこよすぎる
7,活動休止中も休まずに夢を叶えるために行動してたと思うと本当に尊敬する
7,好きなことに本気になれるの本当に尊敬するわ
7,服とか鞄とかじゃなくてラーメンってのが個人的に最高
7,自分のやりたいことにここまで真剣に向き合って努力してしっかり結果残すことってできるようで中々できないことだから本当に尊敬する
7,元スーパー店員の経験とか活かして商品開発してるのすごいそのままスーパー続けててもその内商品開発部とかに異動してたかもしれないね
7,こういう有名人が関わる商品って大体ちょっと口出すくらいで後は全部任せるって感じの印象だったけどヒカキンはめちゃくちゃ従事しててやっぱこの人違うなって思ったわ
7,ラーメン店にするの飲食だからインスタントより異物混入系の事件が起こりやすくなるから絶対こっちの方がいいよね
7,嬉しいよ嬉しい前年は抜かされたけどそれまでは新潟がラーメン支出額0位だったんだラーメン王国新潟の誇りだよ
7,ヒカキンが笑ってるとこっちまで幸せになる
7,疲かれたから休むとかじゃなくてみんなを喜ばせるために休むなんて本当凄いさすがみんなのヒカキン
7,〇〇監修って名前だけ貸して開発とかはほぼ任せっきりな人もいる中こんな0から0まで全部本気で本人が携わってるのすごいな
7,ラーメンなら手軽に買えて嬉しい一つ一つのことに真剣に向き合う姿は尊敬しかありません他のyoutuberを非難するわけではないのですがいつも全力で取り組んでいて結果がでているのも納得です
7,本当にどこまで人を笑顔にすれば気が済むんだかヒカキンさんは
7,自分の夢の中にみんなを笑顔にしたいという想いが込められてるのって本当に素敵優しさが味にも出てそう
7,休んでた理由ラーメンかいて最初は思ったけどなんか想い伝わって泣けてきたわ
7,味噌ラーメンからもやしメンマネギ赤い調味油って感じがくるり意識してそうで好き
7,hikakinってたまに見るとほのぼのしてふふってなれるなんか疲れてたけど少し心穏やかになれたhikakinありがとう
7,0年間大好きなものに熱中して本気でできるの本当に尊敬
7,胸が熱くなりました泣きそうです泣いてるけど感動の涙〜おめでとう御座いますこれからもお身体にお気をつけてください
7,ヒカキンが嬉しそうなの観てるとこっちも嬉しくなるね
7,何事にも本気でどんな時も頑張ってきたからできたことだと思う本当に心から尊敬します
7,ヒカキンのやっていくことが凄すぎて距離を感じるはずなのにすぐそばにいる感じがめっちゃ好き
7,ラーメン食べたい
7,夢を叶えるって素晴らしいなーなんかヒカキンさん見てると明るい気持ちになる
7,こっちまで嬉しくなるわぁ絶対買うてかセブンで売ってるのすご
7,服とか鞄とかじゃなくてラーメンってのが個人的に最高
7,若い頃に死ぬ程努力して今夢を叶えたり今の成果があるそう思うとやっぱりhikakinさんには憧れる僕もサボってばかりいないでひと踏ん張りしてみようかな
7,ラーメンに凄くこだわって作られたのが伝わってきます発売日楽しみです
7,すぐ完売しちゃいそういつ食べれるかわからないけどめっちゃ楽しみです
7,ラーメンが食べたいよ良いな
7,ほんとにみんなに喜んでもらえるように作ってくれてるのがほんとに伝わるhikakinさんの夢が叶って良かったです
7,絶対にどっちも買います休んだ理由がこんなことでよかったですこれからも頑張ってください大好きです
7,夢を叶える人って裏で相当苦労してるのが垣間見える本当にすごい
7,ヒカキンさんみたいな人も最初は苦労してたマジ尊敬
7,めちゃくちゃ美味しそうに食べるからお腹すいてきました絶対どっちも買います
7,絶対食べるよ楽しみにしてます
7,自分が叶えたい夢を叶えられて本当にすごいと思う自分も見習っていきますそしてどんな報告でも受け入れていきます
7,大好きなラーメン旅企画が商品開発の伏線だったの嬉しすぎ
7,味噌ラーメン大好きだから嬉しいー
7,この人がちでまじもんなんて言うんだろうここまで誠実で真実で素直な人見たことないんだよねヒカキンさんを見てると大人って素敵だよな捨てたもんじゃないって思える
7,味噌ラーメンが一番好きだから嬉しい
7,ラーメン食べたい
7,これだけの熱量で作ったラーメン絶対おいしい
7,夢を叶えられた事おめでとうございます素晴らしい発売したら絶対買いに行っちゃいますスバラシイ
7,シンプルにラーメン好きすぎだろ笑
7,絶対うまいやん買うか本当におめでとうございます
7,カップ飯大好きなので凄く楽しみです発売日にセブン直行します
7,ヒカキンの熱意というか思いが分かるまず真っ先に自分で思う通りにするヒカキンが凄くて羨ましい
7,ほとんどコメ0個はみんなついてるhikakinさんもっと休んでも良いですよ体調お大事に
7,取り敢えず二種類買うヒカキン応援してるから
7,hikakinさんは安心して一生推せる発売が楽しみ
7,なんかヒカキンさんって自分の節目とかにいつも誰かの為にやる事ばかりでyoutubeを始めた頃から芯とか根本が全く変わらないんだろうなと泣きたくなる
7,おめでとうございます0年間も私達の事も考え食べやすく美味しそうなラーメンを作って頂きこちらも凄く嬉しいです0月0日が凄く待ちどうしいです̖́
7,映像ヒカキンが作ってるの何気に凄い00
7,ヒカキンさんの人生って夢あって好きすぎる
7,hikakinの夢が叶って本当に良かった
7,うっわめっちゃ美味しそ絶対ラーメンとカップ飯買うわ
7,字も綺麗なところまで本当にヒカキンさんの才能にびっくりですこれからもずっと応援してます
7,お疲れさまですヒカ様の努力と笑顔が多くの人々の心に自然と入って来るのがヒカ様おめでとう御座います喜んで買わせて頂き応援していきたいと思いますヒカ様の声が笑顔が私達の元気の素です本当にありがとう
7,いつもはhikakin面白いなぁ〜って感じで見てたけど今回のhikakinはカッコイイやっぱり夢を実現できる人はカッコイイです
7,世界の紛争を全て根絶しましたとかでもhikakinなら許せる
7,中野来たら札幌ラーメン味七上手いから食べてみて味噌ラーメン
7,ヒカキンさんって本当にいい人だなぁ
7,サムネ変えるところとかさすがだな〜と思う常々youtubeのご報告サムネには嫌気がしているので発売まであと0日たのしみー
7,濃厚味噌ラーメンと濃厚味噌メシどれも美味しそう買う時間があったら両方買います
7,初めどれだけすごいか分からんかったけど冷静になって考えたらとんでも無いことしてるの草
7,おかんがラーメン出すかなんかの商品ちゃうん言うてたんマジで当たってんやけど笑笑笑
7,ヒカキンが青色の服着てると嬉しい
7,hikakinが生きてる時代に生まれてこれて良かった
7,本当に早く食べたい0日セブン回りまくります
7,絶対買いに行きます楽しみにしています
7,久々に見たらソファの人形がヒカキンだらけになってる
7,色んな人が先走った噂を流してて嫌だったけど0月0日が楽しみでも抗がん剤治療中で退院まだだから退院したらすぐ買いに行く
7,突然国家転覆やぁりましょうとか言われてもヒカキンさんなら株上がりそう
7,何かとドキドキするけどヒカキンさんの夢が叶うんだったら嬉しい
7,絶対に行く待ってろよヒカキン
7,ジジキンは天国で笑ってるヒカキンのゆめが叶ったから
7,うまそうだけど糖尿だからしばらく食えんごめんなヒカキン
7,うっひょー早く食べたいヒカキン最高
7,好きだったラーメンを作るなんてすごいな
7,ヒカキン開発とか向いてそう
7,ヒカキンさん早く食べたいヒカキンさんの人柄が皆さんが携わってれるんでしょうね
7,誰だよヒカキン宇宙にとか言ってた奴
7,ヒカキンいつもみてるよあいと0さいより
7,ヒカキンさん何百億って持ってるんだから0円くらいにしてよー
7,作ってるというか味見して文句言って作らせてるだけよねこういうの作るってのは自分でダシとって作って初めて持ってってそれを再現させるのがいいのに名ばかりラーメンでわなぁ購買意欲にはつながりませんぬ
6,小さい子はにんにくは刺激的に感じるかもとかそういう配慮ができるのがすごいと思う
6,マジで努力してるのが感じられる尊敬やわ
6,これだけ成功してても夢に向かって走り続けて実現させるとかカッコ良すぎる一人の人間として尊敬
6,全国で販売してくれるのめっちゃ嬉しいし絶対食べたい
6,絶対食べたいお腹すいた› ́ω‹
6,疲れたから休んだとかでもいいのにさこんなとんでもない発表するために休むとか視聴者想いの域超えてる
6,hikakinさんってなんでこんなに私利私欲みたいなのを感じないんだろうみんなを笑顔にしたいっていう思いですごくすごくこだわって作ったのが伝わってきてなんか泣きそうになっちゃった
6,努力が報われる瞬間はまさにこの事なんだろうなヒカキンさんおめでとうございます
6,本当にすごいひかきんは嫌味なところが全くなくてすごく好きです
6,早く食べたい絶対買うぞーっ
6,こんなに有名になってもまだまだ夢に向かって努力するヒカキン素敵すぎる
6,絶対買うこんなに苦労してまで本当にお疲れ様です
6,俺やっぱ純粋で何事にも本気なヒカキン大好きだわ
6,田舎はないかと思ったけど全国で嬉しい絶対買う
6,ラーメン好きだから嬉しいあと落ち着いたらちょっと休んでほしい切実
6,マジで努力してるのが感じられる尊敬やわ
6,あのラ王より高いのはびっくりだけど0円なら全然食べたい
6,夢の実現おめでとうございます伝えたいことが箇条書きなのがわかりやすく誠実でラーメン屋っぽくもある
6,自分的にはラーメンの方がそのときに食べたかったからおいしかった長文すいません
6,好きなことで生きていく報告前は視聴者の心を昂らせ報告後は自分の夢を叶えることで視聴者を喜ばせるやっぱhikakinさんは本物のyoutuberだ
6,0円本当にいつでも誰でも食べたいときに食べられる価格設定で泣ける
6,ちっちゃい頃からラーメン好きなんすよね
6,ラーメン好きだからまじ嬉しい
6,いつでも視聴者のこと考えていて本当にすごいと思う
6,hikakinさんこんなに有名になったんだもう尊敬
6,youtubeのみでここまで来れるって本当にすごいことだと思う
6,絶対にうまいそうに決まってる言うまでもないね
6,ちゃんと全国のラーメンを回るという伏線をはっていたと思うと鳥肌もんだわ
6,こっちも来たらちょっと高いけど絶対買う
6,やっぱりhikakinは人間性もパーフェクトだし表の人間としてもパーフェクトだと思う
6,白味噌も入ったベースのニンニクのパンチあるラーメンの味の意味がわかりましたニューミサ僕も大ファンですコレは試してみたい
6,絶対食べたいっ
6,本当にこの人youtubeで自分の夢全部叶えるんじゃないかなずっと応援するけども
6,ヒカキンの努力って半端ないここまで努力出来る事がすごい事
6,そのラーメン買いたくなります
6,なんか0年くらい見てるけど感動するわ
6,hikakinさんのこれまでの歴史と努力の結晶が詰まっててすごい体調も崩さないくらいに頑張ってくださいω
6,休止といえど結構働いてたのねいやすごいな食べるの楽しみすぎる
6,本当におめでとう夢を叶えられて本当に良かったね楽しみにしてます
6,hikakinまじでかっこいいよ夢を叶えていくその姿尊敬
6,絶対に食べたい
6,発売日が0月0日ってさドラゴンボール好きなことも込めて悟空なのかなって思ったけど偶然だよなぁ ́ω
6,濃厚味噌で香味油白味噌使用麺処くるりが本当に好きだったんだなって分かるわな
6,一年間夢を叶えるために頑張ってたヒカキンさん凄いし尊敬した
6,わかりみが強いですラーメンは人生です必ず買います
6,努力という才能かほんとに尊敬します僕の働いているところで販売させていただけること嬉しく思いますもちろん食べます
6,体質がらラーメン小麦粉が食べられませんがメシも出してくれたなんて心から応援いたします
6,号泣してしまいました本当におめでとうございますかっこいいです発売されたらセブンにいきますね♪
6,セブンイレブン無いから食べれないいつかセブンイレブン見つけたら入って絶対買う
6,私もラーメンが大好きでとても共感できました
6,発表するまで0分もかからないの流石ヒカキンって感じして好き
6,いつでも好きな事に全力なヒカキンさんやっぱり好きだなぁ
6,小麦アレルギーだからご飯あるの嬉しいお母さんにラーメン食べてもらおうヒカチャンよかったね
6,hikakinってほんとすげーわまじで尊敬
6,発売おめでとうございます食べるの楽しみです
6,予想外だったけどこれは絶対買う
6,本当にかっこいい絶対食う
6,味噌ラーメン苦手なので醤油か塩も作って下さい
6,買いたいけど売り切れてそう
6,凄いですおめでとうございます絶対買いますねっb ́ネッ
6,絶対売り切れなってるやろな
6,絶対に食べたいです感動しました
6,味噌キンカップメン食べたい0☆楽しみ♪♪
6,もう絶対買うんだけど
6,夢を叶えるヒカキンが僕は大好きです
6,俺やっぱヒカキン好きだわ
6,多分都会の方でしか流通してないと思うセブンイレブン行ったけどなかった
6,ぼくもラーメン大大大好きです夢が叶ってよかったー
6,ちょっと高いけど絶対買う
6,待ってましたヒカキンさんの夢の報告楽しみです
6,一年賭けたラーメン食べますね〜近くで買えるの嬉しい
6,尊敬する人物hikakinレーニンゴルバチョフ
6,hikakinさんが嬉しそうに楽しそうにしてて元気でるなーアレルギークリアしてたら買って食べます無理だったら誰かにプレゼントします
6,hikakinさんの作るご飯食べてみたかったんですめちゃくちゃ嬉しいですhikakinさんの夢が叶って良かったです
6,めっちゃ素敵ですね♪ラーメン食べますねナイスゥyoutuberが飲食に手を出す流れが出来てますね焼肉カレーパンラーメンありがとうございます♪あと唐揚げも食べてみたーい
6,家族みんなで食べるよ〜ヒカキンさん
6,醤油ラーメンも作ってくれませんか作ってもらえたらうれしくていっぱい買います
6,買いに行くね美味しそうもし叶うならヒカキンさんが着ているtシャツプレゼントキャンペーンしてくれますか
6,僕もラーメン食べて0万人にザーメンかけます
6,ヒカキンさんかっこいいと思う人↓
5,元スーパー店員が好きな商品を作れるまで有名になったのが本当に凄い
5,お店に行かなきゃ食べれないとかじゃなくてコンビニで買えるっていうのに優しさ感じる
5,自分の好きな料理を自分が手を加えて商品として出せるのって本当に凄いことだよなぁ
5,本当に真面目な方やな尊敬するわ
5,夢を実現させるのは困難でもヒカキンは努力でその困難の壁をぶち破ったほんと凄い
5,好きなことで生きているを体現したまさに偉人私たちに夢を与えてくれて本当にありがとう
5,本当にこの人尊敬する
5,ラーメン屋さんって入りにくいって思っていたからセブンで買えるのはうれしいです
5,ヒカキンこそ努力に努力を重ねたtheyoutuberって感じまじですげぇ
5,自身のメンタルの支えになってたラーメンに対してyoutubeで結果を出して恩返しするのカッコ良すぎて
5,辛いのが苦手な人にも配慮して幅広い層に食べれるようにしてるところが良いですねo
5,ヒカキンって報われるまで努力できるの凄いな
5,すっげって漏れた本当に尊敬できる人物です
5,好きなことで生きていくを貫き続けていて本当にかっこいい
5,こうやって夢叶えちゃうからhikakinはすごいよ
5,そういう事だったんですね夢を持って努力して叶えるなんて凄いです本当におめでとうございますこれからも応援してます
5,絶対買いますでも売り切れてそうで怖い
5,何にでも真摯な姿勢を崩さないんですよねそういう所が大好きです家族の分も買ってみんなで食べたいです
5,シンプルになんか感動した笑やっぱヒカキンってすごいな
5,ラーメン聴きすぎてゲシュタルト崩壊起こしそう0z
5,スーパーで働いてて商品売ってた側なのに自分がプロデュースして販売するの本当に感動する0日当日買いに行こ
5,こんなに本気で食べたいと思うプロモーション初めて
5,めちゃくちゃこだわり抜いて作られたのがすごく伝わりました絶対買います
5,僕らに出来る最大の応援は買って美味しく食べるこれに尽きると思ってます絶対食べます
5,これこそホントのyoutuberだと思います誰かのことを取り上げるわけでもなく自分の夢をちゃんと実行して視聴者にお届けする素晴らしいですhikakin
5,どんな事も諦めず前を向いて立ち止まらず頑張りつづけたら夢も叶うって教えてくれたヒカキンさんやっぱりすごいです
5,これは売れる未来しか見えませんね絶対買います
5,急上昇0位おめでとうございます0年かけてできたラーメンが買える日が待ち遠しいです
5,手に取るの楽しみにしてる
5,食べてみたいです楽しみ
5,嬉しいおめでとうございます食べたいすごい気になる
5,ラーメンに目をつけるとはセンスというかなにもかもスゴすぎてさすが神と呼ばれるだけある全youtuberびっくりしてんだろうなぁ
5,絶対食べる
5,美味しそう絶対食べます
5,やっぱhikakinさんは努力のが凄い
5,やりたいことをなんでもできちゃうそれがヒカキンの力短いお休みで休めたかなもうちょっと休みたいよね
5,セブンだけじゃなくてスーパーとかにもあったらすごい売れそう
5,天才って才能とかじゃなく好きな物にどれだけ取り組めるかなのかもな
5,本当におめでとうございます元気出したい時にたべよっと
5,泣けましたおめでとうございます0日セブン出勤なので必ず買わせていただきます出勤前に売り切れちゃいそう楽しみです
5,言いたいこと沢山あるけどとにかくおめでとうございます
5,夢を叶えることが出来るヒカキンさんを皆らいたい
5,めちゃくちゃ楽しみ美味しそうだから早く食べてみたい
5,絶対食べる
5,ヒカキンさんは下積みがすごいからここまで有名になって夢が叶ってくれるのはこっちも嬉しい
5,故郷のラーメン屋さんのくだりは涙出るね具材や調味料だけじゃない背景や思い出が何よりの美味しさに繋がる隠し味
5,ラーメンはラーメンでも味噌に限るよなぁ
5,ヒカキンはまさにお金∞努力を証明した男
5,すごく食べてみたくなりました見かけたら絶対に買って食べます
5,上手くいくか失敗するか分からんが絶対食べるわ
5,すごい興味あるラーメン0年間とは凄いですねでもほんとに何もしない期間を作って欲しいです
5,楽しみです早く食べたい
5,絶対食べなきゃ
5,シンプルに凄い本当に頑張ったんだなって尊敬できますね
5,hikakinさんみたいな色んなことに夢を見てチャレンジできる人になりたいと思った
5,感動しました絶対食べます
5,これは売り切れなるだろうなー買いたい名言食べ終わったら容器は綺麗に保存だほんと美味しそうで
5,絶対食べますね
5,美味そうー絶対買います
5,絶対買います
5,楽しみにしてる笑すぐ売り切れそうだね
5,絶対買いますとても感動した
5,絶対食べますψч☆
5,hikakinさんの血のにじむような努力が伝わってきますわ
5,hikakinさんの元気が出て嬉しく思います
5,やはりラーメンは僕たちにとって最高なものですよね
5,絶対買います
5,絶対食べよ
5,市ヶ谷の旧くるりが好きなの同じだし味噌だし楽しみ過ぎる
5,涙出てきた絶対食べます
5,食べるのが楽しみです娘にも食べさせてあげたいです
5,地元に味噌吟とゆうラーメン屋がある
5,絶対おいしい買いますね
5,絶対買いにいくー
5,めっちゃ美味しそうですね絶対買います
5,こんな素敵な人本当に居ないしもうほんと大好き頑張ってほしい
5,絶対買いに行きます
5,絶対に買います
5,絶対買います
5,ニンニクが効いた味噌ラーメンは食堂ミサイメージかな
5,やっぱhikakinだわおめでとう
5,絶対買います
5,絶対買います夢がかなって良かったですね僕までもうれしくなりました
5,絶対買います
5,絶対明日食べる
5,0月0日絶対見つけたら絶対買いに行く
5,すげぇよヒカキンさんそしておめでとうこれからも応援しています
5,絶対買います
5,0日前で0万回再生えぐすぎだろ世界のhikakin
5,ヒカキン急上昇一位おめでとう
5,みそキン必ず買いに行きます行く時間であればいいけど
5,ずっとドキドキして待ってましたヒカキンさんの夢が叶うのなら心から応援したいです
5,絶対買います
5,絶対買います
5,絶対買います
5,絶対買います
5,え絶対食べますありがとう
5,絶対食べます
5,初コメどのyoutuberが食レポしてくれるんだろう忖度なしで私的にはサッポロ0番味噌ラーメンを越えるかどうか
5,ヒカキンさんのことやからしおきんつけきんすでに準備しとると思います
5,頑張ってくださいぼくも絶対食べます
5,おそらくしばらくお目にかかれないと思うので世間が落ち着いたら食べます
5,絶対食べます
5,夢がついにだなおめでとうヒカキン
5,hikakinプレミアムおめでとうございます
5,絶対食べる
5,絶対買います
5,youtube黎明期から変わらない安心感のあるコンテンツを続けているhikakinさんに拍手を送ります夢の取っ掛かりがかなったのでこの夢を更に大きくしていってくださいいつまでも応援してます
5,ヒカキンさんおめでとう
5,ミサの味噌ラーメン
5,味噌をこだわるとか具体的なコンセプトがないゆえどんなものを作りたいのかよくわからなかった
5,感動しました絶対買います
5,好きだけどなんかお金配るのは
5,ヒカキンの癖に廃課金だな毎回散財しすぎ
5,毒入ってるから食べ無い方がいいろ
5,hikakinさんこんどでいいので薬品のシャンプーとリンスとボディーソープを作ってくださいよお願いします
5,ヒカキンの癖に廃課金な行動するな散財しすぎ
4,この人は周りからすると小さな事に見えることも好きな事に諦めず取り組み続けてこうした結果を残せているから尊敬します希望の星です
4,本当にこの人は努力が凄いな
4,たいしたファンでもないけどなんか涙出るね
4,この努力は絶対報われるファイト
4,下積み時代も諦めず努力した結果これなの最高すぎて大尊敬
4,店をひらくなら遠すぎてヤバい青森だからだけどコンビニなのがいいしお手頃価格なのがいい
4,夢があってもなかなか叶えられないことが多い中それが叶うだけでも凄いですそれだけでも感動です本当に夢を叶えることが出来て良かったですねおめでとうございます
4,0年前からbgmも変わってない純粋にビロガーで商品紹介をしてたヒカキンと何も変わってない最高なyoutuberだわ
4,休むじゃなくてシンプルにすごいことしてる本気度がすごく伝わる
4,夢を持つこと自体は誰にだってできるけどそれを叶えることはそれだけの努力をした人しか出来ないほんとに凄い
4,ラーメン作るためにダーツの旅やってたとしてもあれは辞めないで続けて欲しい
4,塩や醤油豚骨のバージョンのラーメンも出してほしいなー
4,グッズじゃなくて自分自身のラーメンを出すなんて凄いです
4,同じ新潟県民として全力で応援し続けます頑張れhikakin
4,発売されたら即食べたい
4,具材がくるりのラーメンぽいのも感動でしかない笑
4,0年もかけて研究されたラーメンを0円で味わえるってめっちゃお得だなぁ
4,初期の頃から忘れられないものってめちゃくちゃいいよねぇ〜しかもそれが実現出来るなんてロマンあるわ〜本当におめでとうございます
4,発売したら食べたいですねでもすぐに売りきれそう
4,ただ休んでただけじゃなくて頑張ってラーメン作ってたのは感動
4,うわあすごく感動してなんかうるうるしましたこんなに頑張ってる人がいるから私も頑張らなきゃなって思います
4,こんな美味しそうなのコンビニで買えちゃうのすごい早く食べたい
4,こういう時のhikakinあるある→ファンが心配するような事じゃなくてむしろ応援するようなことしかない
4,塩ラーメンだとしおきん豚骨ラーメンだととんきんじゃあ正油ラーメンだとせいきんになる
4,youtubeもやってて忙しいはずなのに0年くらい努力してんのはすごいなと思った必ず食べます
4,いつかラーメン屋さん作りそう
4,変なアパレル系に走る奴も多い中ラーメンで勝負を仕掛けるってのは素晴らしい
4,叶えたかった夢を実現するためにyoutube活動で忙しい中でもこだわりながら商品開発してきたって本当にすごい
4,なんか泣けてきたよヒカキンさんあなたはほんとにyoutube界の宝だよ
4,なんかめちゃくちゃラーメン食いたくなってきた
4,早く発売されないかなー早く食べたい
4,こだわってる理由がもし上辺だけだったとしてもやさしすぎる
4,一切妥協しないこの人の出すラーメンなら味も期待出来そうですね後は値段か
4,youtube続けながらもこれを着々と進めていたと考えると本当にすごい
4,本当に凄い努力の賜物ですね
4,早く食べたいなー発売日が待ち遠しい
4,発売日に絶対買う
4,ラーメン何回も買うからとりあえず0週間ただただ休んでほしい
4,人の夢が叶うのを見るのは最高hikakinなら尚更
4,熱湯入れたら0分じゃなくて0分待つのかさすがヒカキン全てがオリジナル
4,息子と一緒に食べたいと思います
4,やりたかったifルートを同じ人生でどっちもやってるの凄すぎる
4,発売が楽しみすぎて毎日見てます見れば見るほど美味しそう
4,口角が上がるラーメンってすっごくいい
4,夢叶ったというより叶えたの凄い買います楽しみ〜
4,ヒカキンさんありがとう一般庶民が手を出せる商品を作ってくださってこれで高級なものだったら買えませんでした
4,ほかのyoutuberとは違ってラーメンなのいい
4,好きなことにほんと全力一生懸命な方観てて面白いし楽しい尊敬沖縄でも販売あるかな
4,体を休めるための休みも必要だけどだだの休みじゃなくて自分のやりたいことに集中するための休みってかっこいいな
4,うわわ美味しそうすぎる絶対買う
4,パッケージのデザインもセンスあって素敵ですね下積み時代も人生が変わるその日もラーメンと共に感動的です
4,休止理由もヒカキンらしくて応援したくなるなぁ
4,ええすごい買いに行くーおめでとうございます
4,ラーメンダーツの旅は伏線だったのか
4,僕の夢は記憶がある時に東京に行く事でしたヒカキンと共に夢を叶えられて嬉しいです
4,ニューミサのラーメンはほんとおいしい
4,ヒカキンさんのガチファンだから泣くくらい嬉しい一生買う
4,ヒカキンのことだから妥協せず真っ当に頑張ってこだわって制作したんやろな
4,hikakinさんの真剣さがこっちにまで伝わってきて感動しました元々スーパー店員で僕の人生の諦めない部分をhikakinさんが救ってくれましたありがとうございます
4,夢を叶えられるって凄い事だな自分の好きな食べ物を商品として出せるなんて凄い
4,このままいけばヒカキンさんも0日で0万再生いけるぞ
4,もうhikakin教科書に載ってもいいレベルだろ
4,hikakinから溢れ出る優しさに泪がでる
4,最初のオープニングをhikakintveveryeekでも許される
4,hikakinの商品だから買わなくても安心と信頼があるのやばい
4,ラーメンって言った瞬間吹いたひかきんおもろいわ
4,ラーメンダーツの伏線かも知れない
4,夢を叶えようと努力して叶えるってすごいことだと思う
4,ラーメン製作の関係者から情報もれなかったの凄いな
4,夢を叶えられて良かったですねおめでとうございます諦めなければ夢は叶うセブンで出会ったら買います
4,早く食べたい早く発売しないかな〜
4,食べるの楽しみ〜
4,ケースで予約しました来るの楽しみ食べるの楽しみ
4,0番びっくりしたのがhikakin様の書道が想像以上に上手かったこと
4,今までと全く違うトーンのヒカキンさん感動しました
4,ラーメンでまさかこんなに感動させられるとは思わなかった
4,グッズ系じゃなくてラーメンメインなのが個人的に嬉しい
4,発売決定おめでとうございます0月0の発売日に0つとも買いますこれからも応援してます頑張ってください
4,いっそのことラーメン店作りそう
4,本当におめでとうございます本当においしそうにすすりますねごはんもとっても美味しそうです
4,ヒカキンさんの夢が叶うと見ている自分も嬉しくなってきます
4,何度も繰り返し観ています観ているだけで気持ちが幸せになるhikakinさんありがとう
4,はよ食べたいおめでとうございます夢を叶えていく瞬間をこうやって見ることが出来て同じ時代生きれて幸せです刺激もらいました
4,めっちゃくちゃうまそうマジでヒカキンさんは凄いなぁ
4,買いたい近くにセブンあるから買える
4,0年間やってて初めての休みきっといいご報告だと思うまじ楽しみ
4,ラーメン0円か買う穴確定演出
4,ラーメンいいな
4,youtube活動だけでも忙しいのに他の夢も叶える事が出来るヒカキンさん凄いです
4,なんかhikakinが幸せそうで私もうれしい
4,ラーメン美味しそう
4,これがヒカキンがの視聴者側へのドッキリだとしたらマジで笑える
4,みんな触れてないけどロゴの字書くの美味すぎん
4,このラーメン青森でも売りますか食いてえ
4,ラーメンアピールするために0週間休んでて草
4,ラーメンダーツはこのための伏線か
4,ラーメンがゲシュタルト崩壊した
4,ヒカキンの元気な姿が見られるのは嬉しい
4,ラーメン最高
4,くそー食べたいのに近くにセブンがないあったとしても二時間かかる
4,hikakinさんが幸せなことならこっちも嬉しい気分になれる
4,まだなんかわからんけどおめでとう
4,ヒカキンってすげーなー
4,00この若かりし頃のヒカキンちょっとカッコいいの草
4,ヒカキンは期待を裏切らない
4,だめだ商品のヒカキンがもこうにしか見えない
4,ヒカキンのいつもの癖ならみそおって名付けそうなのに
4,同じ地元民ですやっぱりミサのラーメンですね
4,↓hikakinが休んでいい日にち
4,ラーメンの旅してたもんな
4,おい休めよラーメンは食っとくから
4,ねつ伝わってきましたおめでとうございますぜったい食べます
4,嬉しいけどこの人の休み少なすぎ
4,ヒカキン習字上手い
4,ラーメンか
4,ヒカキンあんたやっぱすげぇよ
4,こんな期待したラーメンねえよ
4,この度わたくしヒカキン眼鏡を新調しました
4,ラーメンゲシュタルト崩壊した
4,oロo0わぉ0月0日の発売日私の誕生日だわセブンに買いに行きますね
4,ヒカキンさんは生きる伝説
4,次はラーメンチェーンですね
4,ラーメンゲシュタルト崩壊したわ
4,じゃあ次は卵とネギを使ったラーメンを作ってください
4,楽しみ食べます
4,0人で成り上がってきたヒカキン素敵
4,久しぶりにヒカキンポイント聞いた
4,hikakinの夢が叶うのならいくらでも休んでいいのよ
4,ミソキンラーメンの残り汁にご飯いれたらミソキンメシにならんの笑
4,ヒカキンは留まるところを知らない
4,ぼくもラーメンだいすきです
4,hikakinさんやっぱ凄いわ誰でも手に入れられるコンビニでの販売嬉しいです
4,僕の誕生日にヒカキンが精神的におかしくなりそうだったのほんと草
4,ヒカキンさん頑張ってくださいずっと応援しています
4,hikakin自分で自分を超えちゃったかな
4,ぼくの将来の夢はyoutuberとラーメンを作ることですまさかの同じ
4,ヒカキンさんもし可能でしたらtシャツ再販希望しますωペコリン
4,hikakinさんが監修したやつなのかなすげぇ
4,ヒカキンさん素晴らしいですね
4,0万個は売れるだろうねってなるといくらの儲けなんだろヒカキンに0億くらいは入ってくるのか
4,hikakinさん醤油味も作ってくださいお願いします
4,明日から発売ですけどちゃんと手に入るかなーすぐ売り切れてたりして
4,ヒカキンお前すげぇよ
4,ヒカキンさんがんばってください
4,ラーメン三杯いただきやす
4,trendhikakinpoint久しぶりに聞いた
4,ラーメンは買う休んで
4,そうだったのか僕もうれしいしヒカキンさんもうれしいのか
4,hikakinさん頑張ったな
4,hikakin同接0万人どりゃああああああああああああああああああああああああ
4,ヒカキン字上手いね
4,味噌味きいて本当に美味いの
4,なんぼラーメンってゆうねん
4,ヒカキン習字うまい
4,コンビニでかえるのうれしいよありがとうヒカキンカッコイイだいすきたべたらいれものかざっとくよ
4,hikakin‘spoint0億0万点から挽回
4,幼なじみyoutuberhikakinさんマスオさん
4,食いたいけどたけぇよ
4,果たしてサッポロ一番みそラーメンとどっちが美味いのか
